raw_id,source,event_date,date_header,section,entry_type,text,source_url,scraped_at,Keyword_score,
wt_0048,wikipedia_timeline,3/3/2026,3-Mar,US–Israeli attacks in Iran,p,"IRIB Tehran HQ was bombed second day in row and switched to Telewebion IP internet streaming TV. Old Mirdamad St., the historic imperial Senate of Iran and the current seat of the Assembly of Experts was bombed, as was the Expediency Discernment Council building. The IDF said that it destroyed a covert nuclear site, and killed one of the commanders of the IRGC, as well as the commander of the Quds Force's Lebanon branch, in Tehran. The IDF announced that it had destroyed the Supreme National Security Council (SNSC) headquarters, along with command-and-control infrastructure and the president's office, noting that it targeted ""the regime's most central and significant headquarters"". Golestan Palace , a UNESCO World Heritage Site , was hit by debris from an Israeli-US airstrike, causing some damage including to the Brilliant Hall and the Marble Throne . The Ministry of Cultural Heritage, Tourism and Handicrafts officially asked UNESCO to evaluate the situation, and UNESCO issued a statement, noting that damaging UNESCO property is against international laws. The Iranian Red Crescent Society raised the number killed to 787.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,1,
wt_0049,wikipedia_timeline,3/3/2026,3-Mar,US–Israeli attacks in Iran,p,"In southern Iran, Bushehr Airport was targeted in a precision strike that resulted in the total destruction of an Iran Air Airbus A319 (EP-IEP) parked on the tarmac. The Mehr News Agency reported significant structural damage to the airport terminal. The proximity of the strikes to the Bushehr Nuclear Power Plant (About 12 km (7.5 mi) away) prompted the Russian agency Rosatom to suspend construction on new units and evacuate non-essential staff due to a loss of communication with Iranian officials.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,1,
wt_0053,wikipedia_timeline,3/3/2026,3-Mar,Iranian attacks,p,"In the early hours of the day, sirens were activated in Bahrain as the government called for residents to stay safe. Bahrain reported 74 successfully intercepted missiles and 92 drones since 28 February. Amazon Web Services were targeted across the Gulf states causing significant damages in their facilities located in the UAE and Bahrain. The UAE detected numerous missiles heading from Iran 3:30 a.m. local time (23:30 GMT). An Iranian attack on the UAE's Fujairah Oil Industry Zone caused debris to fall and start a fire. The US Consulate in Al Seef , Dubai was struck by multiple drones, resulting in a fire. An attack on Hamad International Airport was stopped by Qatari forces.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,1,
wt_0054,wikipedia_timeline,3/3/2026,3-Mar,Iranian attacks,p,"The US embassy in Riyadh was struck by two Iranian drones, causing a fire and prompting its closure. The CIA headquarters in Riyadh was reportedly hit by a drone and later in the night the kingdom downed nine drones as soon as they entered Saudi airspace. Iran launched strikes against Irbil , Iraq. The Islamic Resistance in Iraq also claimed responsibility for explosions in Erbil.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_March,2026-07-17T02:45:35,1,
wt_0064,wikipedia_timeline,3/4/2026,4-Mar,Iranian attacks,p,"The IRGC Aerospace Force launched an attack on the Port of Fujairah , Dubai, UAE with ballistic missiles. Drones attacked Sulaymaniyah , Iraqi Kurdistan . IRGC Ground Forces attacked Kuwait and Erbil with large amount of drones. An 11-year-old girl was killed in Kuwait after being hit by shrapnel. At 13:45 UTC , Bahrain was attacked by Iranian missiles. The Qatari Ministry of Defense said that Al Udeid Air Base , which has been described as ""the largest American base in the Middle East"" was hit with no casualties.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_March,2026-07-17T02:45:35,1,
wt_0089,wikipedia_timeline,3/7/2026,7-Mar,Other developments,p,Kuwait Petroleum Corporation declared force majeure and began cutting its oil output by an unspecified amount.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#7_March,2026-07-17T02:45:35,1,
wt_0103,wikipedia_timeline,3/9/2026,9-Mar,Other developments,p,"By 9 March, shipping insurance rates for the strait were reported to have increased by four to six times over the previous week.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_March,2026-07-17T02:45:35,1,
wt_0139,wikipedia_timeline,3/17/2026,17-Mar,Other developments,p,"US director of the National Counterterrorism Center Joe Kent resigned over the war, stating that he believed that Iran did not pose an imminent threat to the US and that Donald Trump was induced to take action by Israel and its lobby in the US.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#17_March,2026-07-17T02:45:35,1,
wt_0140,wikipedia_timeline,3/18/2026,18-Mar,US–Israeli strikes,p,"An Israeli strike hit Russia-Iran weapons transport route in the Caspian Sea. Esmaeil Khatib , Iran's Minister of Intelligence , was assassinated during overnight Israeli strikes in Tehran. Multiple explosions were reported in the early morning hours. Targets included naval zones and major port facilities, including areas around Shahid Bahonar and Shahid Rajaee ports, as well as near an oil terminal in Bandar Abbas. A strong explosion shook Ahvaz in the Zeytoun Karmandi area. An early-morning blast was reported in Songhor, a town close to the Iraqi border, while another explosion was heard near Kazerun in southern Iran. West of Tehran, multiple blasts occurred in Malard over a short time span. In Fardis , US–Israeli strikes targeted a helicopter manufacturing facility in the Naz industrial district. Fath Army Base in Karaj was hit by strikes, as were the town's welfare offices, rehabilitation center for persons with disabilities, and residential areas. Police stations in Qom and Bandar Lengeh were also hit.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#18_March,2026-07-17T02:45:35,1,
wt_0142,wikipedia_timeline,3/18/2026,18-Mar,Iranian strikes,p,"Iranian missiles hit Qatar's Ras Laffan Industrial City , causing fires and significant damage to the gas facility. Qatar responded by banning the Iranian embassy's military attaches from its territory. Fragments from an Iranian missile interception damaged three private jets at Ben Gurion Airport . A missile attack killed three Palestinians and injured 13 in Beit Awwa , West Bank, and killed a foreign worker in Adanim .",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#18_March,2026-07-17T02:45:35,1,
wt_0143,wikipedia_timeline,3/18/2026,18-Mar,Other developments,p,"The International Maritime Organization (IMO) held an extraordinary session regarding humanitarian passage for the 20,000 seafarers stranded on 3,200 vessels (both figures approximate) west of the strait. On 18 March, thousands of civilians joined a funeral procession for Ali Larijani.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#18_March,2026-07-17T02:45:35,1,
wt_0149,wikipedia_timeline,3/20/2026,20-Mar,Iranian strikes,p,"After Iran launched nine ballistic missiles towards Jerusalem, reports indicated that at least three of the missiles were equipped with cluster munition warheads. The strikes caused damage to residential structures and resulted in minor injuries among several civilians. Debris from an intercepted missile fell within the Old City of Jerusalem , approximately 400 metres (1,300 ft) from the Western Wall and the Al-Aqsa Mosque compound on the Temple Mount . No injuries were reported.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#20_March,2026-07-17T02:45:35,1,
wt_0152,wikipedia_timeline,3/21/2026,21-Mar,Iranian strikes,p,"Three drone strikes targeted an American diplomatic and logistics hub which houses troops in Baghdad International Airport . Later, a strike in a military base in Tuz Khurmatu killed a Hashed Al-Shaabi fighter and injured another. Iranian missile fragments hit a kindergarten in Tel Aviv. Later, an Iranian missile strike collapsed a building in Dimona , injuring 64 people, including one child critically. Iran said that it targeted Shimon Peres Negev Nuclear Research Center in response to the strikes on Natanz and Bushehr . A strike in Arad wounded 116 people, seven seriously.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#21_March,2026-07-17T02:45:35,1,
wt_0172,wikipedia_timeline,3/26/2026,26-Mar,US–Israeli strikes,li,"The Lebanese health ministry announced that the death toll from Israeli attacks in Lebanon since the start of the invasion had risen to 1,116.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#26_March,2026-07-17T02:45:35,1,
wt_0234,wikipedia_timeline,4/1/2026,1-Apr,,li,"A claim by Donald Trump that the Iranian president asked for a ceasefire was rejected by Iran as ""false and baseless"".",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_April,2026-07-17T02:45:35,1,
wt_0239,wikipedia_timeline,4/2/2026,2-Apr,,li,"The IDF said that it struck an IRGC Ground Forces base and mobile command centers in Tehran. Two US strikes on the Karaj B1 bridge between Tehran and Karaj , which was described as the highest bridge in the Middle East, reportedly killed eight people and caused it to collapse.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#2_April,2026-07-17T02:45:35,1,
wt_0255,wikipedia_timeline,4/3/2026,3-Apr,,li,Emirates Global Aluminium reported that an Iranian attack on its plant in Abu Dhabi caused significant damage and may take up to a year to restore its full production.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#3_April,2026-07-17T02:45:35,1,
wt_0262,wikipedia_timeline,4/4/2026,4-Apr,,li,"An airstrike hit the Iranian side of the Shalamcheh border crossing, killing an Iraqi citizen and seriously injuring five others. Iraq closed the crossing in response.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#4_April,2026-07-17T02:45:35,1,
wt_0291,wikipedia_timeline,4/7/2026,7-Apr,,li,"Pakistani Prime Minister Shehbaz Sharif announced an immediate ceasefire ""everywhere, including Lebanon and elsewhere"".",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#7_April,2026-07-17T02:45:35,1,
wt_0292,wikipedia_timeline,4/8/2026,8-Apr,,li,Israeli prime minister Benjamin Netanyahu announced on social media that the ceasefire does not include Lebanon.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_April,2026-07-17T02:45:35,1,
wt_0296,wikipedia_timeline,4/8/2026,8-Apr,,li,Iranian media said that Iran paused Hormuz traffic over Israeli attacks in Lebanon.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_April,2026-07-17T02:45:35,1,
wt_0297,wikipedia_timeline,4/8/2026,8-Apr,,li,Masoud Pezeshkian said the ceasefire with the United States was broken as Lavan and Siri islands were bombed.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_April,2026-07-17T02:45:35,1,
wt_0298,wikipedia_timeline,4/8/2026,8-Apr,,li,"Donald Trump claimed after the Israeli air assault on Lebanon, that the Pakistani Prime Minister's announcement of the peace deal was wrong and Israeli interpretation of the deal was correct and Lebanon was excluded. Iranian news agency Tasnim on the other hand reported that Iran will withdraw from the agreement if Israel attacks on Lebanon continue. US vice president JD Vance stated that there had been a ""legitimate misunderstanding"" about the inclusion of Lebanon, with Israel having promised to hold back a bit in Lebanon to help with the negotiations, but it was not part of the ceasefire.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_April,2026-07-17T02:45:35,1,
wt_0302,wikipedia_timeline,4/9/2026,9-Apr,,li,"The 40th-day commemoration of the passing of the former leader of the Islamic Republic of Iran, Ali Khamenei, was held with the participation of people and groups of mourners from inside and outside the country.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_April,2026-07-17T02:45:35,1,
wt_0307,wikipedia_timeline,4/13/2026,13-Apr,,li,"According to Donald Trump, the US Naval blockade of Iran was due to start at 13 April 10:00 a.m. ET (02:00 p.m. UTC).",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#13_April,2026-07-17T02:45:35,1,
wt_0318,wikipedia_timeline,4/21/2026,21-Apr,,li,Donald Trump extended the Iran truce to allow time for an Iranian proposal to be submitted at Pakistan's request.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#21_April,2026-07-17T02:45:35,1,
wt_0320,wikipedia_timeline,4/23/2026,23-Apr,,li,Trump ordered the US Navy to destroy any Iranian boats laying mines in the Hormuz.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#23_April,2026-07-17T02:45:35,1,
wt_0321,wikipedia_timeline,4/23/2026,23-Apr,,li,President Trump announced that Israel and Lebanon agreed to a three-week extension of the ceasefire .,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#23_April,2026-07-17T02:45:35,1,
wt_0333,wikipedia_timeline,5/6/2026,6-May,,li,US Central Command stated that US aircraft used cannon fire to disable the rudder on the Iranian tanker MT Hasna because it had tried to break the blockade and reach Iran.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#6_May,2026-07-17T02:45:35,1,
wt_0339,wikipedia_timeline,5/8/2026,8-May,,li,US Central Command reported it fired on and disabled Iranian tankers MT Sea Star III and MT Sevda running the blockade.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#8_May,2026-07-17T02:45:35,1,
wt_0350,wikipedia_timeline,5/25/2026,25-May,,li,"The US Central Command reported ""self-defense"" strikes on Iran, saying that the ceasefire is still in place, with several Iranian soldiers reportedly killed. Qatari news broadcaster Al Jazeera reported that unnamed Iranian sources informed them, that the IRGC targeted a ship at sea before the US attacks.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#25_May,2026-07-17T02:45:35,1,
wt_0366,wikipedia_timeline,6/11/2026,11-Jun,,li,Iranian attacks hit a key radar station on Bahrains highest mountain Jabal al Dukhan . Press research done by the Neue Zürcher Zeitung from mid June confirmed that the installation had been damaged.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#11_June,2026-07-17T02:45:35,1,
wt_0371,wikipedia_timeline,6/27/2026,27-Jun,,li,"The US military announced it struck Iranian military surveillance infrastructure, communication systems, air defense sites, drone storage facilities, and minelayer capabilities at the commander-in-chief 's direction in retaliation to an alleged Iranian attack against a ship in the Hormuz.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#27_June,2026-07-17T02:45:35,1,
wt_0376,wikipedia_timeline,7/9/2026,9-Jul,,li,"The IRGC said that it targeted two American bases in Kuwait and two in Bahrain. On the same day, Trump said that Iran contacted him and they want to make an agreement. The same day, the Iranian army said that it targeted American military sites in Kuwait, Qatar and Bahrain. Iran's Health Ministry said that 14 people were killed and 78 others were injured in American attacks in Iran. Iran accused the US of targeting civilian railway bridges in its strikes and described the Trump administration as ""evil and psychopathic."" Fars News Agency reported that the targeted bridges include a bridge on the China-Russia trade corridor in Golestan province , making it one of the deepest US strikes inside Iran since the war began, extending the target list beyond military sites in the south to trade infrastructure that the Iranian regime has relied on to circumvent sanctions and maintain overland links with China and Russia. Iranian media reported explosions in Bushehr , claiming the area around the nuclear power plant was affected. American officials denied the claim, raising chance of involvement by a Gulf state. Iran said that it targeted Muwaffaq Salti Air Base . Iran also conducted drone strikes against an Iranian-Kurdish rebel group in the vicinity of Erbil, Iraq. Iranian state media reported that three IRGC soldiers were killed in the American attacks.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#9_July,2026-07-17T02:45:35,1,
wt_0383,wikipedia_timeline,7/16/2026,16-Jul,,li,"A spokesperson for the Iranian regime's top unified military command stated that the regime will ""target all infrastructure in the region"" if Trump ""follows through with his threats of attacking Iranian infrastructure."" Three sources told Reuters that the Iranian regime has urged the Houthis to stop the Red Sea oil route through Bab el-Mandeb if the US attack Iranian power network, posing a significant new danger to global energy supply.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#16_July,2026-07-17T02:45:35,1,
wt_0384,wikipedia_timeline,7/16/2026,16-Jul,,li,"The White House maintained that Iran is still in talks with the US and hopes to negotiate an agreement. CENTCOM stated that the US carried out strikes on targets farther north of Iran, adding that the strikes were designed to ""further degrade Iranian military capabilities."" That same day, the Iranian regime's judiciary dismissed Trump's claim that an American prisoner arrested during the Biden administration in 2024 was released or exchanged.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#16_July,2026-07-17T02:45:35,1,
wt_0001,wikipedia_timeline,2/27/2026,27-Feb,,li,"United States ambassador to Israel Mike Huckabee emails embassy staff that if they want to leave, they should ""do so TODAY""",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#27_February,2026-07-17T02:45:35,0,0
wt_0002,wikipedia_timeline,2/27/2026,27-Feb,,li,20:38 UTC – US president Donald Trump gives the order to proceed with Operation Epic Fury.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#27_February,2026-07-17T02:45:35,0,
wt_0004,wikipedia_timeline,2/28/2026,28-Feb,Israeli–US strikes,p,"The Fars News Agency and CNN reported more explosions across other cities in Iran, including Qom , Kermanshah , Isfahan , and Karaj . In Tehran, missile strikes were reported to have occurred on University Street, in the Jomhouri area, and in the northern Seyed Khandan area. At 07:15 UTC, The Shajareh Tayyebeh girls' elementary school in Minab , Iran, was struck by a missile. Iranian media reported 180 killed. A sports hall in Lamerd was bombed during a girls' practice, killing at least 18 civilians, according to witnesses and Iranian state media. The IRGC reported that the port city of Bushehr had also been struck; however, it was unclear whether the nuclear reactor had sustained any damage. Rafael Mariano Grossi, the UN nuclear watchdog chief stated that no evidence has been found that nuclear facilities have been hit from these attacks.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0005,wikipedia_timeline,2/28/2026,28-Feb,Israeli–US strikes,p,"Israel warned Iranian civilians residing near military industries and infrastructure to evacuate immediately, stating ""Your presence in these areas puts your life at risk."" Low-cost one-way attack drones (reverse-engineered from the Iranian Shahed 136 ) of Task were used for the first time in combat. The attacks also used about 200 Israeli fighter jets, in the largest combat sortie in Israel's history, and the newly developed Black Sparrow air-launched ballistic missile, fired from F-15s.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0006,wikipedia_timeline,2/28/2026,28-Feb,Israeli–US strikes,p,"A spokesperson for the Iraqi Popular Mobilization Forces says that two of its fighters had been killed while three more had been injured during strikes in Jurf al-Sakhar , south of Baghdad .",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0007,wikipedia_timeline,2/28/2026,28-Feb,Iranian strikes,p,"Beginning at 09:05 UTC, Iran launched ballistic missiles towards Israel and several Gulf states in retaliation to the American and Israeli strikes. At 09:26 UTC, a missile struck the USN Fifth Fleet service center in Bahrain . At 10:15 UTC, missile strikes were confirmed in Israel. The IDF estimated that about 170 ballistic missiles had been launched by Iran. [ failed verification ] Strikes were reported in Haifa and Tel Aviv . A strike on a residential area in Tel Aviv killed a civilian woman in her forties and injured 27 others.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0008,wikipedia_timeline,2/28/2026,28-Feb,Iranian strikes,p,The IRGC said that Iran had targeted four US bases in the Middle East: Al Udeid Air Base in Qatar; Ali Al Salem Air Base in Kuwait (which also hosted Italian soldiers); Al Dhafra Air Base in the UAE; and the US Navy Fifth Fleet headquarters in Bahrain.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0009,wikipedia_timeline,2/28/2026,28-Feb,Iranian strikes,p,"Bahrain activated air-raid sirens to warn of an Iranian attack on US military bases within the nation, with Arabic media saying explosions and smoke were seen in the capital, Manama .",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0010,wikipedia_timeline,2/28/2026,28-Feb,Iranian strikes,p,"Explosions were reported at Kuwait International Airport and Abu Dhabi in the United Arab Emirates . There were missile and drone attacks on Kuwait. Saudi Arabia confirmed that there had been Iranian attacks on Riyadh and Eastern Province . It claimed to have successfully intercepted Iranian attacks aimed at those areas and said that the Kingdom will ""take all necessary measures"" to defend itself, ""including the option of responding to aggression"". Residential areas of Dubai in the proximity of the Burj Khalifa , Dubai Marina and the Dubai Palm were hit by strikes, setting the Fairmont The Palm hotel on fire and causing four injuries; a residential building on the outskirts of Doha was also hit. Local sources said Iran used Shahed drones , which are among the weapons most used by Iran and its proxies, including Hamas and Hezbollah. The UAE said that it had intercepted a ""new wave"" of Iranian missiles and that ""fragments from the interceptions"" had fallen in Abu Dhabi and Dubai, causing damage to Burj Al Arab . Strikes on Kuwait International Airport caused several undefined injuries. In Bahrain, during the evening a tower in a residential area was reported to be hit by an Iranian drone.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0011,wikipedia_timeline,2/28/2026,28-Feb,Iranian strikes,p,"The UAE stated that it had successfully intercepted a number of Iranian missiles and that one Asian national had been killed by interceptor debris which had fallen on a residential area. Qatar says that it had intercepted at least two waves of missile attacks, stating that no casualties or property damage had been reported.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0012,wikipedia_timeline,2/28/2026,28-Feb,Iranian strikes,p,"In the Kurdistan Region of Iraq , Iranian aerial attacks targeted infrastructure hosting US military and civilian personnel, including Erbil International Airport and the US Consulate General in Erbil . According to local media reports, most missiles and drones were intercepted.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0013,wikipedia_timeline,2/28/2026,28-Feb,Iranian strikes,p,Jordan said that its military had shot down two Iranian ballistic missiles targeting its territory and that it had handled 54 reports of falling debris that caused material damage but no casualties.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0014,wikipedia_timeline,2/28/2026,28-Feb,Other developments,p,"Israel also conducted coordinated cyberattacks on Iranian infrastructure, media, and phone apps with messages calling on Iranians to rise up against their government. The popular BadeSaba Calendar prayer app, with over 5 million downloads, was compromised in the attack, being hacked early that morning to broadcast push notifications in Persian urging military personnel and citizens to defect, lay down weapons, and join opposition forces with messages such as ""Help has arrived"" and ""It's time for reckoning.""",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0015,wikipedia_timeline,2/28/2026,28-Feb,Other developments,p,"Israel declared a state of emergency , citing expectation of an Iranian attack. Sirens blared in Israel as the government warned its citizens to remain in protected areas. The Israeli Ministry of Health moved its hospital operations underground. Israel called up 20,000 reservists in addition to the 50,000 already on duty.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0016,wikipedia_timeline,2/28/2026,28-Feb,Other developments,p,"After the missile and drone attacks on Kuwait, its foreign ministry summoned Mohammad Toutounchi, Iran's ambassador in Kuwait.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0017,wikipedia_timeline,2/28/2026,28-Feb,Other developments,p,"During the American-Israeli attacks on a primary school in Minab (Iran), 6 of the killed ones were gymnasts, including: Reza Habashi, Arina Arabkish, Atena Ahmadzadeh, Makan Nasiri , and Araz Ahmadizadeh.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#28_February,2026-07-17T02:45:35,0,
wt_0018,wikipedia_timeline,3/1/2026,1-Mar,US–Israeli attacks in Iran,p,"HRANA reported 72 strikes in 20 provinces, and at least 6 civilians killed and 4 injured. Targets hit included 15 military or security bases and facilities, 7 pieces of civilian infrastructure, 5 hospitals and emergency bases and two residential/educational facilities. Israel executed another wave of strikes against Iran, aiming at central Tehran. The USAF flew B-2 Bombers to attack hardened ballistic missile facilities with 2,000 pound bombs. USN F/A-18s and USMC F-35s, aided by Tomahawk missiles were also employed along with Lucas drones . CENTCOM declared that it was instructed to ""dismantle the Iranian regime's security apparatus."" CENTCOM declared that it was instructed to ""dismantle the Iranian regime's security apparatus."" Israel and the United States launched strikes against targets in Tehran, Sanandaj, and military and strategic locations including command centers and missile sites. The Israel Defense Forces says that it bombed an F-4 and an F-5 fighter jet preparing to take off from a runway, and the HQ-9 B system around Tehran was inactivated. The Tehran Revolutionary Court was bombed and destroyed. Explosions are also reported near the Azadi Stadium , Azadi Square , and Milad Tower . The Iranian Red Crescent Society reported explosions near hospitals in Tehran , as well as near its Peace Building. The IDF declared that it had levelled Iran's internal security services' Thar-Allah Headquarters . Mohammad Baseri , an official in the ministry of intelligence, and Gholamreza Rezaian , the head of the intelligence department of FARAJA police, were both killed in strikes on Iran. At least 5 people were killed by strikes on residential areas in the Absardar region.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0019,wikipedia_timeline,3/1/2026,1-Mar,Iranian attacks,p,"Iran launched retaliatory missile and drone strikes against Israel, UAE, Qatar, Kuwait, Bahrain, Jordan, and Saudi Arabia. [ better source needed ] Iran claimed to have shot down an American MQ-9 Reaper drone. The IRGC claimed that it struck USS Abraham Lincoln with four missiles, which was later denied by a US official. On 1 or 2 March, Iran struck the radar bases for US THAAD missile defense systems in Jordan, the UAE and Saudi Arabia, destroying at least one of them.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0020,wikipedia_timeline,3/1/2026,1-Mar,Iranian attacks,p,"An Iranian missile breached Israeli defences and hit a synagogue and homes in Beit Shemesh , killing nine people and injuring 65. Towards the end of the day, an Iranian ballistic missile hit an area of Jerusalem , causing property damage in the surrounding road, damaging a civilian vehicle and wounding six people.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0021,wikipedia_timeline,3/1/2026,1-Mar,Iranian attacks,p,"Missiles from Iran were fired at Fifth Fleet headquarters in Bahrain. [ better source needed ] An Iranian drone hit the Crowne Plaza Hotel in Manama, Bahrain , causing a fire. Witnesses saw smoke from missile intercepts over Dubai and dark plumes rising from the Port of Jebel Ali , United Arab Emirates. In Abu Dhabi a drone was intercepted near the Etihad Towers complex, near the Israeli embassy. Upon being intercepted its debris damaged the towers and caused minor injuries to a woman and her child. The French naval base Camp de la Paix was reportedly struck by Iran. Two Iranian drones targeted a warehouse at Al-Salam Naval Base causing a fire in two containers storing general materials. Around 02:30 UTC, an Amazon Web Services data center within the UAE was ""impacted by objects that struck"" it, resulting in ""sparks and fire"". Reuters reported that this resulted in a complete power cut and shutdown of the center with the involvement of local fire department crews, leading to a temporary connectivity outage of the availability zone impacted.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0023,wikipedia_timeline,3/1/2026,1-Mar,Iranian attacks,p,Iranian attacks killed one person and injured 32 in Kuwait.,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0024,wikipedia_timeline,3/1/2026,1-Mar,Iranian attacks,p,"UK military officials said an RAF Typhoon shot down an Iranian drone bound for Qatari airspace. At about 22:00 UTC: a series of loud blasts were recorded in Doha, and continued to be heard hours later.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0026,wikipedia_timeline,3/1/2026,1-Mar,Iranian attacks,p,"An explosion occurred near the Erbil Airport after an attack by Iraqi militia drones. Debris from an unidentified missile fell in Ain Tarma , Syria, causing some damage and injuries. [ unreliable source ]",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0027,wikipedia_timeline,3/1/2026,1-Mar,Iranian attacks,p,"Around 00:20 UTC, the Royal Air Force station at Akrotiri , Cyprus, was targeted by a suspected drone strike, setting off air raid sirens across Akrotiri and Dhekelia . Five drones are reportedly intercepted although one managed to hit the airfield, causing minor damage. The British military automated alert system stated that there was an ""ongoing security threat"", and the UK Ministry of Defence claimed that ""the base has responded"" to the attack. This was later confirmed by Cypriot authorities. The drones were launched before the UK allowed the US to use its military bases for operations against Iran. UK defence secretary John Healey said that he did not believe they were under attack. Defence Minister of Cyprus Vasilis Palmas denied that missiles were launched at Cyprus, and Prime Minister Keir Starmer affirmed this.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
wt_0028,wikipedia_timeline,3/1/2026,1-Mar,Other developments,p,"Iran's top security official, Ali Larijani , announced a temporary leadership council after the death of Ali Khamenei . He warned ""secessionist groups"" of severe consequences if they take action.",https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war#1_March,2026-07-17T02:45:35,0,
